Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI03FHYVQ	Assembled	contig00012	545	+	contig00056	10	-
HTU2KLI03GE6OV	Assembled	contig00002	681	+	contig00002	901	-
HTU2KLI03F61G2	Assembled	contig00033	216	+	contig00026	144	-
HTU2KLI03F0TKJ	Assembled	contig00002	487	+	contig00002	757	-
HTU2KLI03GC7QD	Assembled	contig00033	216	+	contig00026	129	-
HTU2KLI03GP32B	PartiallyAssembled	contig00004	998	+	contig00033	120	-
HTU2KLI03HBUB3	Assembled	contig00033	286	-	contig00033	59	+
HTU2KLI03GOT2X	Assembled	contig00022	365	-	contig00012	611	+
HTU2KLI03F4K52	Assembled	contig00011	481	-	contig00011	400	+
HTU2KLI03G6G9W	PartiallyAssembled	contig00014	312	+	contig00014	511	-
HTU2KLI03GKM54	Assembled	contig00002	533	+	contig00002	785	-
HTU2KLI03FO5AO	Assembled	contig00002	533	+	contig00002	844	-
HTU2KLI03F8061	Assembled	contig00002	1103	+	contig00002	1304	-
HTU2KLI03GMOU1	Assembled	contig00001	1039	-	contig00001	751	+
HTU2KLI03GJBUF	Assembled	contig00001	1509	-	contig00001	1296	+
HTU2KLI03GD5KH	Assembled	contig00004	522	-	contig00004	231	+
HTU2KLI03FSS1X	Assembled	contig00022	78	+	contig00022	353	-
HTU2KLI03GIF5J	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03GZDS9	Assembled	contig00010	563	+	contig00010	697	-
HTU2KLI03G1BQ5	Assembled	contig00004	531	-	contig00004	220	+
HTU2KLI03GQW1X	PartiallyAssembled	contig00003	699	+	contig00003	1030	-
HTU2KLI03HAQQI	Assembled	contig00010	682	-	contig00010	531	+
HTU2KLI03GSY0W	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03F9FDN	Assembled	contig00004	998	+	contig00033	143	-
HTU2KLI03FQ9GR	Assembled	contig00009	373	+	contig00009	521	-
HTU2KLI03F40X3	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03GTLPA	Assembled	contig00001	1509	-	contig00001	1425	+
HTU2KLI03FRU8E	Assembled	contig00022	178	+	contig00022	345	-
HTU2KLI03GZBG8	Assembled	contig00012	545	+	contig00022	2	-
HTU2KLI03FUYFG	Assembled	contig00010	334	-	contig00010	183	+
HTU2KLI03FK996	Assembled	contig00002	1315	-	contig00002	1098	+
HTU2KLI03FYDMJ	Assembled	contig00001	1554	-	contig00001	1323	+
HTU2KLI03FSBCD	Assembled	contig00004	926	-	contig00004	686	+
HTU2KLI03GKNLT	Assembled	contig00002	151	+	contig00002	386	-
HTU2KLI03GMZHQ	PartiallyAssembled	contig00058	4	+	contig00033	66	-
HTU2KLI03G15N2	Assembled	contig00002	429	+	contig00002	785	-
HTU2KLI03HGRDM	Assembled	contig00001	1506	-	contig00001	1323	+
HTU2KLI03GU01Z	Assembled	contig00003	325	-	contig00003	184	+
HTU2KLI03F6X3X	Assembled	contig00002	1315	-	contig00002	1068	+
HTU2KLI03FQFV4	Assembled	contig00001	965	+	contig00001	1184	-
HTU2KLI03FZW04	Assembled	contig00002	533	+	contig00002	840	-
HTU2KLI03HH2PA	TooShort
HTU2KLI03FHHVY	Assembled	contig00010	366	+	contig00010	557	-
HTU2KLI03F5RGA	Assembled	contig00002	847	-	contig00002	701	+
HTU2KLI03GYBQ7	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03G8JLS	Assembled	contig00002	1075	-	contig00002	766	+
HTU2KLI03FZBO2	Assembled	contig00033	216	+	contig00026	141	-
HTU2KLI03FN35A	Assembled	contig00012	545	+	contig00012	616	-
HTU2KLI03F5KKN	Assembled	contig00033	108	+	contig00033	284	-
HTU2KLI03F53QY	Assembled	contig00033	218	+	contig00026	242	-
HTU2KLI03FXLB0	Assembled	contig00001	330	-	contig00001	72	+
HTU2KLI03GSJ1M	Assembled	contig00026	223	-	contig00033	157	+
HTU2KLI03GSX1D	TooShort
HTU2KLI03FYGWF	Assembled	contig00037	1	+	contig00037	155	-
HTU2KLI03GNW7A	Assembled	contig00026	223	-	contig00033	215	+
HTU2KLI03GF862	Assembled	contig00010	563	+	contig00010	694	-
HTU2KLI03FTMKV	Assembled	contig00026	3	-	contig00033	75	+
HTU2KLI03FWJI6	Assembled	contig00005	613	+	contig00005	884	-
HTU2KLI03FYY0O	Assembled	contig00002	538	+	contig00002	755	-
HTU2KLI03F9K6H	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03F66V0	Assembled	contig00022	344	-	contig00022	103	+
HTU2KLI03GB4W2	Assembled	contig00004	1114	+	contig00026	1	-
HTU2KLI03GD5U1	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03HILIS	Assembled	contig00004	33	+	contig00004	370	-
HTU2KLI03FPOXU	Assembled	contig00010	349	+	contig00010	403	-
HTU2KLI03HC4M7	Singleton
HTU2KLI03FHT03	Assembled	contig00012	545	+	contig00056	6	-
HTU2KLI03GZUJG	Assembled	contig00006	196	+	contig00006	271	-
HTU2KLI03GA9LT	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03F90WX	Assembled	contig00010	690	-	contig00010	562	+
HTU2KLI03F5Z5D	Assembled	contig00053	110	-	contig00034	193	+
HTU2KLI03F4UKY	TooShort
HTU2KLI03GGHUO	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FKGSE	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI03GQPMI	Assembled	contig00012	545	+	contig00056	54	-
HTU2KLI03GKPO3	Assembled	contig00002	536	+	contig00002	878	-
HTU2KLI03GOAXY	Singleton
HTU2KLI03HDF5K	Assembled	contig00004	1109	+	contig00033	88	-
HTU2KLI03G64JJ	Singleton
HTU2KLI03GMLMO	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FM61Z	Assembled	contig00002	1105	+	contig00002	1317	-
HTU2KLI03G9MDG	Singleton
HTU2KLI03FXET2	Assembled	contig00004	1114	+	contig00033	281	-
HTU2KLI03F06SR	Assembled	contig00004	1114	+	contig00033	219	-
HTU2KLI03G1O7N	Assembled	contig00022	114	+	contig00022	346	-
HTU2KLI03G6LYF	Assembled	contig00012	545	+	contig00022	263	-
HTU2KLI03FUOAJ	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03HDG0P	PartiallyAssembled	contig00004	924	-	contig00004	765	+
HTU2KLI03GVYWL	Assembled	contig00001	930	+	contig00001	1040	-
HTU2KLI03FH3M2	Assembled	contig00033	216	+	contig00026	148	-
HTU2KLI03HFJ1I	TooShort
HTU2KLI03GM4Z4	Assembled	contig00007	296	+	contig00007	563	-
HTU2KLI03G6HFM	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GF0Y3	Assembled	contig00003	243	+	contig00003	307	-
HTU2KLI03F29AA	Assembled	contig00012	545	+	contig00056	28	-
HTU2KLI03HCMYX	Assembled	contig00033	216	+	contig00026	170	-
HTU2KLI03F1RUF	PartiallyAssembled	contig00023	235	-	contig00063	1	-
HTU2KLI03FRGIV	Assembled	contig00009	577	-	contig00009	374	+
HTU2KLI03FX1AH	Assembled	contig00062	1	-	contig00004	1029	+
HTU2KLI03FLO63	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GPRNI	Assembled	contig00022	354	-	contig00022	138	+
HTU2KLI03FIXH5	Assembled	contig00001	1294	+	contig00001	1508	-
HTU2KLI03GVFA4	Assembled	contig00001	1207	-	contig00001	963	+
HTU2KLI03G424P	Assembled	contig00056	23	-	contig00012	545	+
HTU2KLI03G9KTD	Assembled	contig00010	686	-	contig00010	394	+
HTU2KLI03G03EE	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FTGR1	Assembled	contig00004	252	+	contig00004	554	-
HTU2KLI03GVQNZ	Assembled	contig00001	1506	-	contig00001	1297	+
HTU2KLI03FR0C8	Assembled	contig00004	1112	+	contig00033	226	-
HTU2KLI03G2T5X	Assembled	contig00001	337	-	contig00001	182	+
HTU2KLI03FQ9Q1	Assembled	contig00022	274	-	contig00022	130	+
HTU2KLI03G7MJT	PartiallyAssembled	contig00001	930	+	contig00001	1178	-
HTU2KLI03GOHXQ	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03F67YY	Assembled	contig00015	552	-	contig00015	234	+
HTU2KLI03GB5OI	PartiallyAssembled	contig00004	80	+	contig00004	369	-
HTU2KLI03GTXU1	Assembled	contig00003	670	+	contig00003	1075	-
HTU2KLI03GMV1Q	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FWPTO	PartiallyAssembled	contig00004	1117	-	contig00004	1001	+
HTU2KLI03GPVJA	Assembled	contig00022	347	-	contig00012	594	+
HTU2KLI03GFGFR	Assembled	contig00002	1105	+	contig00002	1312	-
HTU2KLI03GDFNU	Assembled	contig00002	533	+	contig00002	876	-
HTU2KLI03G6BM3	Assembled	contig00022	154	+	contig00022	347	-
HTU2KLI03FLNFD	Assembled	contig00056	22	-	contig00012	545	+
HTU2KLI03F5NJL	Assembled	contig00022	70	+	contig00022	244	-
HTU2KLI03F00ZW	Assembled	contig00026	2	-	contig00033	221	+
HTU2KLI03HE8B2	TooShort
HTU2KLI03FKVFJ	Assembled	contig00026	2	-	contig00033	20	+
HTU2KLI03HCM3K	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03F5O8L	Assembled	contig00033	216	+	contig00026	127	-
HTU2KLI03FKNTT	Assembled	contig00013	575	-	contig00013	380	+
HTU2KLI03HAOBB	Assembled	contig00002	533	+	contig00002	852	-
HTU2KLI03GEVMO	Assembled	contig00002	694	+	contig00002	998	-
HTU2KLI03G68ON	Assembled	contig00013	260	+	contig00013	511	-
HTU2KLI03FTO8Q	Assembled	contig00004	1100	+	contig00033	220	-
HTU2KLI03GY8QB	Assembled	contig00002	690	+	contig00002	1028	-
HTU2KLI03GCZ3T	Assembled	contig00002	1374	-	contig00002	1113	+
HTU2KLI03GC6OD	Singleton
HTU2KLI03HG0ZQ	Assembled	contig00003	325	-	contig00003	242	+
HTU2KLI03FSFAA	Assembled	contig00002	998	-	contig00002	644	+
HTU2KLI03FZ3K7	Assembled	contig00022	374	-	contig00022	60	+
HTU2KLI03F32S0	Assembled	contig00004	1100	+	contig00033	289	-
HTU2KLI03GSIRW	PartiallyAssembled	contig00003	543	+	contig00003	877	-
HTU2KLI03FX8TG	Assembled	contig00010	219	-	contig00010	76	+
HTU2KLI03FL7NV	Assembled	contig00002	408	+	contig00002	692	-
HTU2KLI03F1SMH	Singleton
HTU2KLI03F7836	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03F0WF0	Assembled	contig00033	216	+	contig00026	215	-
HTU2KLI03GFRLG	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G2E0W	Assembled	contig00002	847	+	contig00002	1121	-
HTU2KLI03F2JM1	Assembled	contig00020	424	-	contig00020	200	+
HTU2KLI03GR1R0	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FJGM5	Singleton
HTU2KLI03F3SBO	Assembled	contig00001	182	+	contig00001	289	-
HTU2KLI03GTL6E	Assembled	contig00002	615	-	contig00002	279	+
HTU2KLI03F4UFQ	Assembled	contig00004	42	+	contig00004	371	-
HTU2KLI03GWW4W	Assembled	contig00004	925	-	contig00004	780	+
HTU2KLI03G198K	Assembled	contig00001	930	+	contig00001	1185	-
HTU2KLI03FP6P0	Assembled	contig00002	537	+	contig00002	906	-
HTU2KLI03GS87A	Singleton
HTU2KLI03FU4GS	Assembled	contig00004	1095	+	contig00033	226	-
HTU2KLI03GLUYY	Assembled	contig00026	28	+	contig00026	223	-
HTU2KLI03GG35Q	Assembled	contig00012	545	+	contig00056	23	-
HTU2KLI03GSMNP	PartiallyAssembled	contig00001	1183	-	contig00001	1009	+
HTU2KLI03FQLUN	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GT7ZS	Assembled	contig00033	286	-	contig00033	76	+
HTU2KLI03FVGY3	PartiallyAssembled	contig00004	833	+	contig00059	1	-
HTU2KLI03FJWKU	Assembled	contig00004	868	+	contig00033	4	-
HTU2KLI03FLHEC	Assembled	contig00017	271	+	contig00017	403	-
HTU2KLI03GYDWH	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FQUX5	Assembled	contig00002	732	-	contig00002	488	+
HTU2KLI03GQITQ	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03F7SUT	Assembled	contig00002	998	-	contig00002	704	+
HTU2KLI03GAD8H	Assembled	contig00002	733	-	contig00002	570	+
HTU2KLI03GA9UB	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GP98Q	Assembled	contig00017	413	-	contig00017	277	+
HTU2KLI03FKAQL	Singleton
HTU2KLI03FS1ZJ	Assembled	contig00022	362	-	contig00022	54	+
HTU2KLI03GZJ32	Assembled	contig00013	1	+	contig00013	54	-
HTU2KLI03G7K8J	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03F4KRI	Assembled	contig00013	375	-	contig00013	77	+
HTU2KLI03G77JE	Assembled	contig00004	444	-	contig00004	115	+
HTU2KLI03G2EI9	Assembled	contig00004	246	+	contig00004	522	-
HTU2KLI03G4FNY	TooShort
HTU2KLI03FWRWB	Assembled	contig00002	533	+	contig00002	726	-
HTU2KLI03GRKBC	Assembled	contig00004	671	-	contig00004	286	+
HTU2KLI03F2583	Assembled	contig00012	545	+	contig00056	37	-
HTU2KLI03FTRV0	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F59K7	Assembled	contig00022	344	-	contig00022	78	+
HTU2KLI03GV9H4	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GEKNR	Assembled	contig00001	985	-	contig00001	729	+
HTU2KLI03HFM2E	Assembled	contig00003	1073	-	contig00003	725	+
HTU2KLI03GLF6S	Assembled	contig00002	685	+	contig00002	891	-
HTU2KLI03FLVTM	Assembled	contig00026	8	-	contig00033	39	+
HTU2KLI03F1VTK	Assembled	contig00010	563	+	contig00010	686	-
HTU2KLI03FLPTS	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI03HE3UG	Assembled	contig00002	867	+	contig00002	1058	-
HTU2KLI03GC9QC	Assembled	contig00004	373	-	contig00004	42	+
HTU2KLI03GIY31	Assembled	contig00001	1323	+	contig00001	1506	-
HTU2KLI03GORAB	Assembled	contig00001	1505	-	contig00001	1297	+
HTU2KLI03GVB3E	Assembled	contig00003	1075	-	contig00003	693	+
HTU2KLI03G9AHK	Assembled	contig00035	153	+	contig00035	271	-
HTU2KLI03FUWKN	TooShort
HTU2KLI03FNDVF	PartiallyAssembled	contig00012	531	+	contig00056	32	-
HTU2KLI03G232I	Assembled	contig00002	536	+	contig00002	643	-
HTU2KLI03FZ2YZ	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GQF0L	Assembled	contig00001	1505	-	contig00001	1239	+
HTU2KLI03GBXF0	Assembled	contig00002	1012	-	contig00002	685	+
HTU2KLI03GVVD4	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FTB9O	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI03GC989	PartiallyAssembled	contig00012	515	+	contig00056	30	-
HTU2KLI03GHTNP	Singleton
HTU2KLI03GRROX	Assembled	contig00022	113	+	contig00022	359	-
HTU2KLI03GJEXF	Assembled	contig00022	114	+	contig00022	266	-
HTU2KLI03F2AOL	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FM0SA	Assembled	contig00017	274	+	contig00017	414	-
HTU2KLI03FVSDP	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03HC5JY	Assembled	contig00007	448	+	contig00007	566	-
HTU2KLI03F1S5O	Assembled	contig00002	538	+	contig00002	684	-
HTU2KLI03F401B	Assembled	contig00038	232	-	contig00038	1	+
HTU2KLI03GBFAP	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03GV46I	Assembled	contig00033	73	+	contig00033	256	-
HTU2KLI03GZUYH	Outlier
HTU2KLI03FQKPW	Assembled	contig00004	1096	+	contig00033	139	-
HTU2KLI03GR7A4	PartiallyAssembled	contig00022	382	-	contig00022	114	+
HTU2KLI03GYM6W	Assembled	contig00012	545	+	contig00056	22	-
HTU2KLI03FT7QE	Assembled	contig00022	303	-	contig00022	73	+
HTU2KLI03FZVO7	Assembled	contig00002	614	-	contig00002	486	+
HTU2KLI03GWIH6	Assembled	contig00023	191	-	contig00063	1	+
HTU2KLI03GYMMZ	Assembled	contig00026	197	-	contig00033	107	+
HTU2KLI03GG9AP	Assembled	contig00026	225	-	contig00033	216	+
HTU2KLI03HF2UK	Assembled	contig00004	755	+	contig00004	807	-
HTU2KLI03F43GW	Assembled	contig00022	357	-	contig00022	73	+
HTU2KLI03FPM8W	PartiallyAssembled	contig00032	134	+	contig00032	288	-
HTU2KLI03GDHAJ	Assembled	contig00012	603	-	contig00012	476	+
HTU2KLI03FT23X	Assembled	contig00002	1015	-	contig00002	749	+
HTU2KLI03HA9ZG	TooShort
HTU2KLI03F7H77	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI03FPK00	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FV9QY	PartiallyAssembled	contig00010	4	+	contig00010	283	-
HTU2KLI03F2U26	Assembled	contig00003	1074	-	contig00003	747	+
HTU2KLI03FWIDR	PartiallyAssembled	contig00001	283	-	contig00001	182	+
HTU2KLI03FWFIS	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03FXFZB	Assembled	contig00010	295	-	contig00010	70	+
HTU2KLI03F6X7F	Assembled	contig00033	216	+	contig00026	222	-
HTU2KLI03GXL5A	Assembled	contig00002	829	-	contig00002	645	+
HTU2KLI03FS12L	Assembled	contig00002	726	-	contig00002	533	+
HTU2KLI03FT8UT	Assembled	contig00004	12	+	contig00004	354	-
HTU2KLI03GK8FU	Assembled	contig00022	73	+	contig00022	342	-
HTU2KLI03FUVDI	Assembled	contig00026	341	-	contig00033	276	+
HTU2KLI03G3I5G	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FI3OM	Assembled	contig00002	1025	-	contig00002	667	+
HTU2KLI03FU12A	Assembled	contig00001	1185	-	contig00001	963	+
HTU2KLI03GPO4Z	Assembled	contig00004	1112	+	contig00033	138	-
HTU2KLI03FSROX	PartiallyAssembled	contig00006	779	-	contig00006	571	+
HTU2KLI03GAL4S	Assembled	contig00002	1310	-	contig00002	1070	+
HTU2KLI03G9ALG	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F1L1B	Assembled	contig00056	23	-	contig00012	545	+
HTU2KLI03G5TZF	Assembled	contig00026	2	-	contig00004	1112	+
HTU2KLI03FJ5FV	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03HA3FB	Assembled	contig00004	1097	+	contig00033	143	-
HTU2KLI03GG2SX	Assembled	contig00033	8	-	contig00004	989	+
HTU2KLI03F0RM7	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GHJS0	Assembled	contig00001	587	+	contig00001	938	-
HTU2KLI03HGB3Y	Assembled	contig00012	545	+	contig00022	116	-
HTU2KLI03FWX64	Assembled	contig00004	373	+	contig00004	673	-
HTU2KLI03GK878	Singleton
HTU2KLI03GRQN6	Assembled	contig00033	287	-	contig00004	1077	+
HTU2KLI03G9WXH	Assembled	contig00012	545	+	contig00012	631	-
HTU2KLI03F7OQG	Assembled	contig00033	7	-	contig00004	888	+
HTU2KLI03F32YL	Assembled	contig00056	6	-	contig00012	545	+
HTU2KLI03GXRUJ	Assembled	contig00010	566	+	contig00010	694	-
HTU2KLI03FRSHN	Assembled	contig00004	454	+	contig00004	674	-
HTU2KLI03GJLPE	Assembled	contig00018	444	-	contig00018	65	+
HTU2KLI03GHNGU	Assembled	contig00033	216	+	contig00026	225	-
HTU2KLI03GOQ8K	Assembled	contig00056	41	-	contig00012	545	+
HTU2KLI03FMU7L	Assembled	contig00002	550	+	contig00002	814	-
HTU2KLI03FRF0Y	PartiallyAssembled	contig00004	1114	+	contig00033	126	-
HTU2KLI03GYZKQ	Assembled	contig00005	948	-	contig00005	653	+
HTU2KLI03GVPKU	Assembled	contig00002	533	+	contig00002	738	-
HTU2KLI03FURAA	Assembled	contig00012	638	-	contig00012	545	+
HTU2KLI03FKFCB	Assembled	contig00004	1110	+	contig00033	288	-
HTU2KLI03FJ6N2	Assembled	contig00022	344	-	contig00022	73	+
HTU2KLI03HE9EM	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03FKNGS	Assembled	contig00003	684	-	contig00003	311	+
HTU2KLI03F9NR3	Assembled	contig00001	1067	+	contig00001	1185	-
HTU2KLI03F3NJ3	Assembled	contig00033	5	-	contig00004	915	+
HTU2KLI03G0TSX	Assembled	contig00033	216	+	contig00026	222	-
HTU2KLI03FROQF	Assembled	contig00022	73	+	contig00022	375	-
HTU2KLI03HE7HD	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HBIA0	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GRHKL	PartiallyAssembled	contig00022	1	+	contig00022	249	-
HTU2KLI03FQ9HI	Assembled	contig00004	1100	+	contig00033	173	-
HTU2KLI03HB7SQ	PartiallyAssembled	contig00053	75	-	contig00034	57	+
HTU2KLI03GXN3N	TooShort
HTU2KLI03GOH2U	Assembled	contig00012	545	+	contig00022	104	-
HTU2KLI03GC89X	Assembled	contig00022	118	+	contig00022	347	-
HTU2KLI03GV13A	Assembled	contig00012	536	+	contig00056	32	-
HTU2KLI03GII9N	Assembled	contig00026	1	-	contig00033	5	+
HTU2KLI03F5YWM	Assembled	contig00046	154	-	contig00046	27	+
HTU2KLI03GRZV6	Assembled	contig00022	347	-	contig00022	70	+
HTU2KLI03FTG66	Assembled	contig00004	1105	+	contig00033	281	-
HTU2KLI03G11AC	Assembled	contig00004	1093	+	contig00033	54	-
HTU2KLI03FQG1A	PartiallyAssembled	contig00047	113	-	contig00047	76	+
HTU2KLI03F4VGS	Assembled	contig00022	118	+	contig00022	346	-
HTU2KLI03G0KZZ	Assembled	contig00002	533	+	contig00002	940	-
HTU2KLI03GL06J	Assembled	contig00013	572	-	contig00013	260	+
HTU2KLI03GSPDN	Assembled	contig00022	115	+	contig00022	370	-
HTU2KLI03G45EG	Assembled	contig00012	545	+	contig00022	225	-
HTU2KLI03FL11O	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03F3ZXO	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03GCUL7	Assembled	contig00004	446	-	contig00004	257	+
HTU2KLI03GD9V6	Assembled	contig00033	216	+	contig00026	139	-
HTU2KLI03GKOHI	Assembled	contig00002	998	-	contig00002	642	+
HTU2KLI03FMAU7	PartiallyAssembled	contig00021	407	+	contig00052	119	-
HTU2KLI03G9FTN	Assembled	contig00012	623	-	contig00012	545	+
HTU2KLI03GQMM3	Assembled	contig00001	130	+	contig00001	334	-
HTU2KLI03GLIZK	Assembled	contig00022	114	+	contig00022	347	-
HTU2KLI03FN83T	Assembled	contig00026	237	-	contig00026	77	+
HTU2KLI03FKG90	Assembled	contig00004	5	+	contig00004	184	-
HTU2KLI03F1JSB	Assembled	contig00022	381	-	contig00022	54	+
HTU2KLI03GI1V6	Assembled	contig00012	545	+	contig00056	41	-
HTU2KLI03F1189	PartiallyAssembled	contig00002	1079	+	contig00002	1314	-
HTU2KLI03G6A56	Assembled	contig00054	102	-	contig00054	2	+
HTU2KLI03F56MG	Assembled	contig00004	674	-	contig00004	360	+
HTU2KLI03GG879	Assembled	contig00003	413	+	contig00003	577	-
HTU2KLI03GOQCO	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03GD2WW	Singleton
HTU2KLI03GMXQ9	Assembled	contig00004	989	+	contig00033	52	-
HTU2KLI03GS3CN	Assembled	contig00002	377	-	contig00002	39	+
HTU2KLI03FQZIF	Assembled	contig00002	1317	-	contig00002	1064	+
HTU2KLI03F3U6P	Assembled	contig00002	538	+	contig00002	877	-
HTU2KLI03G6NNP	Assembled	contig00002	522	+	contig00002	807	-
HTU2KLI03GU3UA	Assembled	contig00033	215	+	contig00026	203	-
HTU2KLI03GSHXM	Assembled	contig00006	238	+	contig00006	596	-
HTU2KLI03FXWSX	Assembled	contig00001	1323	+	contig00001	1506	-
HTU2KLI03HAN50	Singleton
HTU2KLI03FIDB2	Assembled	contig00002	1101	+	contig00002	1228	-
HTU2KLI03F2C4R	Assembled	contig00007	221	-	contig00007	37	+
HTU2KLI03F7Z2A	Assembled	contig00012	640	-	contig00012	452	+
HTU2KLI03GQCQ9	Assembled	contig00004	1100	+	contig00033	143	-
HTU2KLI03FMPUM	TooShort
HTU2KLI03FZWFT	Assembled	contig00007	301	-	contig00007	137	+
HTU2KLI03GSSMG	Assembled	contig00002	723	-	contig00002	489	+
HTU2KLI03G6UOR	Assembled	contig00022	369	-	contig00012	640	+
HTU2KLI03FM9DE	Assembled	contig00026	237	-	contig00033	216	+
HTU2KLI03F48C7	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI03F2GJL	Singleton
HTU2KLI03G0234	Assembled	contig00001	1066	+	contig00001	1218	-
HTU2KLI03F9H7A	Assembled	contig00001	334	-	contig00001	182	+
HTU2KLI03FQDQQ	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FLWS5	Assembled	contig00012	545	+	contig00022	73	-
HTU2KLI03GFMV8	Assembled	contig00033	107	+	contig00033	244	-
HTU2KLI03F4XUK	Assembled	contig00013	231	+	contig00013	511	-
HTU2KLI03G1GJH	PartiallyAssembled	contig00007	563	-	contig00007	318	+
HTU2KLI03GAPB6	Assembled	contig00010	563	+	contig00010	692	-
HTU2KLI03GR93E	Assembled	contig00056	58	-	contig00012	545	+
HTU2KLI03HE9C2	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03GFP9S	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FU5AY	Assembled	contig00002	1017	-	contig00002	715	+
HTU2KLI03FSRAO	PartiallyAssembled	contig00010	561	+	contig00010	697	-
HTU2KLI03FPAXF	Assembled	contig00001	729	+	contig00001	1039	-
HTU2KLI03FZX7X	Assembled	contig00056	5	-	contig00012	593	+
HTU2KLI03GOS2A	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GPRPO	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FP98K	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GUTPP	Assembled	contig00026	224	-	contig00033	194	+
HTU2KLI03GJSX2	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03GMXBL	Assembled	contig00014	319	-	contig00014	1	+
HTU2KLI03GR3AZ	Assembled	contig00040	1	+	contig00040	158	-
HTU2KLI03FWT0X	Assembled	contig00004	757	+	contig00004	920	-
HTU2KLI03F2654	Assembled	contig00002	533	+	contig00002	792	-
HTU2KLI03F1NK6	Assembled	contig00012	545	+	contig00022	213	-
HTU2KLI03FK2M5	Singleton
HTU2KLI03HF76J	Assembled	contig00011	400	+	contig00011	641	-
HTU2KLI03FL1NS	Assembled	contig00004	1001	+	contig00033	55	-
HTU2KLI03GM4G8	Assembled	contig00004	944	-	contig00004	844	+
HTU2KLI03GW8OZ	Assembled	contig00001	1182	-	contig00001	1066	+
HTU2KLI03GBLHU	Assembled	contig00012	545	+	contig00012	636	-
HTU2KLI03FNJ66	Assembled	contig00012	637	-	contig00012	545	+
HTU2KLI03FR6NY	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03HG4FV	Assembled	contig00010	684	-	contig00010	349	+
HTU2KLI03FMW3P	Assembled	contig00022	347	-	contig00022	150	+
HTU2KLI03G1KOW	Assembled	contig00007	168	+	contig00007	378	-
HTU2KLI03F5ABA	Assembled	contig00026	4	-	contig00004	1034	+
